,ServerName,CharacterName,CharacterLevel,CharacterClassName,ItemAvgLevel,ItemMaxLevel,expediction_townname,user
61,카마인,아이언슥,60,스카우터,"1,475.00","1,475.00",우와영지다,아장술사
62,카마인,어서어서가자구,60,스트라이커,"1,475.00","1,475.00",우와영지다,아장술사
63,카마인,가자구가자구어서,68,워로드,"1,540.00","1,540.00",우와영지다,아장술사
64,카마인,조금조금씩,61,아르카나,"1,551.67","1,551.67",우와영지다,아장술사
65,카마인,조금씩가자구,70,블래스터,"1,681.00","1,681.00",우와영지다,아장술사
66,카마인,가자가자구,70,홀리나이트,"1,681.17","1,681.17",우와영지다,아장술사
67,카마인,조금씩간다,69,데빌헌터,"1,540.00","1,540.00",우와영지다,아장술사
68,카마인,어서가자고,70,블레이드,"1,681.67","1,681.67",우와영지다,아장술사
69,카마인,가자구가자구,70,서머너,"1,684.83","1,684.83",우와영지다,아장술사
70,카마인,조금씩전진,70,인파이터,"1,711.67","1,711.67",우와영지다,아장술사
71,루페온,어서가자구,10,아르카나,50.00,50.00,원정대 영지 개방까지 도달하지 못한 자,아장술사
72,루페온,가자구어서,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,아장술사
73,카단,카마인이하고싶어요,10,스카우터,61.67,61.67,원정대 영지 개방까지 도달하지 못한 자,아장술사
74,카제로스,모카스무드,62,도화가,"1,615.00","1,615.00",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
75,카제로스,소다스무드,60,호크아이,"1,585.00","1,585.00",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
76,카제로스,오트밀스무드,70,기상술사,"1,640.00","1,640.00",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
77,카제로스,요거트스무드,70,아르카나,"1,640.00","1,640.00",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
78,카제로스,파인애플스무드,70,리퍼,"1,641.17","1,641.17",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
79,카제로스,리치스무드,60,서머너,"1,585.00","1,585.00",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
80,카제로스,애플망고스무드,60,디스트로이어,"1,422.50","1,422.50",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
81,카제로스,자몽스무드,60,블레이드,"1,560.00","1,560.00",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
82,카제로스,민트초코스무드,60,건슬링어,"1,565.00","1,565.00",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
83,카제로스,망고스무드,70,바드,"1,640.00","1,640.00",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
84,카제로스,키위스무드,70,서머너,"1,662.50","1,662.50",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
85,카제로스,딸기스무드,60,기공사,"1,480.00","1,480.00",원정대 영지 개방까지 도달하지 못한 자,요거트스무드
86,루페온,블루베리스무드,50,바드,856.17,856.17,원정대 영지 개방까지 도달하지 못한 자,요거트스무드
87,실리안,글렌피딕온더락,14,기상술사,70.00,70.00,원정대 영지 개방까지 도달하지 못한 자,요거트스무드
88,실리안,블루베리요플레,70,기상술사,"1,640.00","1,640.00",쿠키왕,블루베리요플레
89,실리안,메롱시티빌런,60,소울이터,"1,573.33","1,573.33",쿠키왕,블루베리요플레
90,실리안,멋진정국,59,기공사,"1,540.00","1,540.00",쿠키왕,블루베리요플레
91,실리안,회오리빵야,70,기상술사,"1,660.00","1,660.00",쿠키왕,블루베리요플레
92,실리안,아이스크림아이스크림,66,도화가,"1,600.00","1,600.00",쿠키왕,블루베리요플레
93,실리안,레몬톡톡,60,소서리스,"1,490.00","1,490.00",쿠키왕,블루베리요플레
94,실리안,치즈먹어,60,데모닉,"1,490.00","1,490.00",쿠키왕,블루베리요플레
95,실리안,연유사탕,67,배틀마스터,"1,583.33","1,583.33",쿠키왕,블루베리요플레
96,실리안,초쿠쿠키,70,바드,"1,640.17","1,640.17",쿠키왕,블루베리요플레
97,카제로스,츄코리,18,바드,99.33,99.33,원정대 영지 개방까지 도달하지 못한 자,블루베리요플레
98,루페온,터프왕자,10,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,블루베리요플레
99,루페온,초코킷캣,10,마법사,50.00,50.00,원정대 영지 개방까지 도달하지 못한 자,블루베리요플레
100,카단,섹시한비온향,70,아르카나,"1,640.00","1,640.00",일산중학교,섹시한비온향
101,카단,일산종건급빅영민,70,스트라이커,"1,643.33","1,643.33",일산중학교,섹시한비온향
102,카단,비온향,62,인파이터,"1,540.00","1,540.00",일산중학교,섹시한비온향
103,카단,온향꽃본,63,소서리스,"1,540.00","1,540.00",일산중학교,섹시한비온향
104,카단,일산성기빅영민,62,홀리나이트,"1,540.00","1,540.00",일산중학교,섹시한비온향
105,카단,일산불주먹빅영민,70,브레이커,"1,640.00","1,640.00",일산중학교,섹시한비온향
106,루페온,곰포니,60,환수사,"1,585.00","1,585.00",말랑말랑,말랑제비꽃
107,루페온,롱코니,60,소울이터,"1,490.00","1,490.00",말랑말랑,말랑제비꽃
108,루페온,러코니,60,슬레이어,"1,520.00","1,520.00",말랑말랑,말랑제비꽃
109,루페온,청코니,60,기상술사,"1,465.00","1,465.00",말랑말랑,말랑제비꽃
110,루페온,민지아,60,도화가,"1,460.00","1,460.00",말랑말랑,말랑제비꽃
111,루페온,말랑드무,60,워로드,"1,462.50","1,462.50",말랑말랑,말랑제비꽃
112,루페온,말랑무드,59,홀리나이트,"1,355.00","1,415.00",말랑말랑,말랑제비꽃
113,루페온,말랑지수,60,소서리스,"1,156.67","1,386.67",말랑말랑,말랑제비꽃
114,루페온,말랑초롱,59,바드,"1,355.83","1,355.83",말랑말랑,말랑제비꽃
115,루페온,말랑오이,59,아르카나,"1,355.00","1,355.00",말랑말랑,말랑제비꽃
116,루페온,말랑차스,60,스카우터,"1,457.50","1,457.50",말랑말랑,말랑제비꽃
117,루페온,말랑보라,60,배틀마스터,"1,370.00","1,370.00",말랑말랑,말랑제비꽃
118,루페온,말랑무스,59,스트라이커,"1,325.00","1,325.00",말랑말랑,말랑제비꽃
119,루페온,말랑오뜨,60,블래스터,"1,355.00","1,355.00",말랑말랑,말랑제비꽃
120,루페온,말랑모리,59,데모닉,"1,325.00","1,325.00",말랑말랑,말랑제비꽃
121,루페온,말랑오즈,60,창술사,"1,355.00","1,355.00",말랑말랑,말랑제비꽃
122,루페온,말랑모카,60,인파이터,"1,355.00","1,355.00",말랑말랑,말랑제비꽃
123,루페온,말랑오드,60,배틀마스터,"1,490.00","1,490.00",말랑말랑,말랑제비꽃
124,루페온,말랑루시,60,건슬링어,"1,370.00","1,370.00",말랑말랑,말랑제비꽃
125,루페온,말랑피자,60,서머너,"1,355.00","1,355.00",말랑말랑,말랑제비꽃
126,루페온,말랑모래,60,리퍼,"1,415.00","1,415.00",말랑말랑,말랑제비꽃
127,루페온,말랑제비꽃,70,바드,"1,640.00","1,640.00",말랑말랑,말랑제비꽃
128,루페온,연어본능흑우,60,블레이드,"1,490.00","1,490.00",말랑말랑,말랑제비꽃
129,루페온,황녀,60,바드,0.00,"1,417.50",말랑말랑,말랑제비꽃
130,아만,asdv2,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
131,아만,qsfd23,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
132,카마인,wefwe32,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
133,카마인,qwerw3,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
134,실리안,xzcvxzc,10,홀리나이트,50.00,50.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
135,실리안,fwef3,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
136,카제로스,avsd2,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
137,카제로스,nfgnf,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
138,아브렐슈드,av2fda,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
139,아브렐슈드,fqwf3,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
140,카단,말랑민지,1,스페셜리스트,0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
141,카단,난지아,1,전사(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
142,니나브,말랑연,1,마법사,0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,말랑제비꽃
143,실리안,씰크송,69,소울이터,"1,601.67","1,601.67",탱탱뱅뱅랭랭,브레이커재밌냐
144,실리안,브레이커재밌냐,70,브레이커,"1,640.00","1,640.00",탱탱뱅뱅랭랭,브레이커재밌냐
145,실리안,참기서큘러,70,호크아이,"1,655.83","1,655.83",탱탱뱅뱅랭랭,브레이커재밌냐
146,실리안,민국이한마리치킨,70,호크아이,"1,660.17","1,660.17",탱탱뱅뱅랭랭,브레이커재밌냐
147,실리안,그냥채우기용,56,기공사,333.33,500.00,탱탱뱅뱅랭랭,브레이커재밌냐
148,실리안,사멸은별로,50,슬레이어,"1,116.67","1,340.00",탱탱뱅뱅랭랭,브레이커재밌냐
149,실리안,타대만키울래,60,서머너,"1,541.67","1,541.67",탱탱뱅뱅랭랭,브레이커재밌냐
150,실리안,어떻게사람이름이기상아가,60,기상술사,"1,541.67","1,541.67",탱탱뱅뱅랭랭,브레이커재밌냐
151,실리안,탱탱쌍검,60,블레이드,"1,216.67","1,460.00",탱탱뱅뱅랭랭,브레이커재밌냐
152,실리안,어떻게사람이름이도아가,70,도화가,"1,641.67","1,641.67",탱탱뱅뱅랭랭,브레이커재밌냐
153,실리안,탱탱맨,70,호크아이,"1,680.83","1,680.83",탱탱뱅뱅랭랭,브레이커재밌냐
154,실리안,흑두맨,70,홀리나이트,"1,680.00","1,680.00",탱탱뱅뱅랭랭,브레이커재밌냐
155,카제로스,대마에오,63,환수사,"1,640.00","1,640.00",상담소,유아에오
156,카제로스,고토에오,50,워로드,"1,520.00","1,520.00",상담소,유아에오
157,카제로스,아유에오,70,리퍼,"1,680.83","1,680.83",상담소,유아에오
158,카제로스,헤리에오,56,홀리나이트,"1,475.00","1,475.00",상담소,유아에오
159,카제로스,소혜에오,70,데모닉,"1,680.00","1,680.00",상담소,유아에오
160,카제로스,켄타에오,70,블래스터,"1,643.33","1,643.33",상담소,유아에오
161,카제로스,히나에오,59,기상술사,"1,475.00","1,475.00",상담소,유아에오
162,카제로스,세아에오,70,건슬링어,"1,684.17","1,684.17",상담소,유아에오
163,카제로스,미나에오,60,아르카나,"1,390.00","1,390.00",상담소,유아에오
164,카제로스,카나에오,70,인파이터,"1,725.00","1,725.00",상담소,유아에오
165,카제로스,누누에오,60,블레이드,"1,585.00","1,585.00",상담소,유아에오
166,카제로스,유아에오,70,도화가,"1,640.00","1,640.00",상담소,유아에오
167,카제로스,해월사,70,환수사,"1,585.00","1,585.00",해월,해풍월
168,카제로스,해월식,70,브레이커,"1,600.00","1,600.00",해월,해풍월
169,카제로스,해월래,61,블래스터,"1,500.00","1,500.00",해월,해풍월
170,카제로스,해월소,70,소울이터,"1,640.00","1,640.00",해월,해풍월
171,카제로스,해월대,70,슬레이어,"1,660.00","1,660.00",해월,해풍월
172,카제로스,해월공,70,기공사,"1,580.00","1,580.00",해월,해풍월
173,카제로스,해풍월,70,기상술사,"1,640.00","1,640.00",해월,해풍월
174,카제로스,해월홀나,70,홀리나이트,"1,680.00","1,680.00",해월,해풍월
175,카제로스,해월화가,70,도화가,"1,680.00","1,680.00",해월,해풍월
176,카제로스,해월v,70,소서리스,"1,640.83","1,640.83",해월,해풍월
177,카제로스,해월건,62,건슬링어,"1,523.33","1,523.33",해월,해풍월
178,카제로스,해월도,65,버서커,"1,568.33","1,568.33",해월,해풍월
179,카제로스,해월광,64,워로드,"1,500.00","1,500.00",해월,해풍월
180,카제로스,해월검,70,리퍼,"1,580.00","1,580.00",해월,해풍월
181,카제로스,해월드,70,바드,"1,680.00","1,680.00",해월,해풍월
182,카제로스,호낑v,70,데모닉,"1,600.00","1,600.00",해월,해풍월
183,카제로스,해월풍,70,창술사,"1,660.00","1,660.00",해월,해풍월
184,카제로스,호낑,70,바드,"1,725.00","1,725.00",해월,해풍월
185,니나브,짜치니,70,환수사,"1,603.33","1,603.33",저녁노을이쁜,달빛스민
186,니나브,짜치잔아,70,환수사,"1,660.00","1,660.00",저녁노을이쁜,달빛스민
187,니나브,눈물머금소녀,70,배틀마스터,"1,660.00","1,660.00",저녁노을이쁜,달빛스민
188,니나브,달빛스민,70,브레이커,"1,640.00","1,640.00",저녁노을이쁜,달빛스민
189,니나브,분노담은소녀,70,슬레이어,"1,600.00","1,600.00",저녁노을이쁜,달빛스민
190,니나브,영혼담은소녀,70,소울이터,"1,640.00","1,640.00",저녁노을이쁜,달빛스민
191,니나브,먹물머금아가,70,도화가,"1,600.00","1,600.00",저녁노을이쁜,달빛스민
192,니나브,이슬머금아가,70,기상술사,"1,640.00","1,640.00",저녁노을이쁜,달빛스민
193,니나브,이슬담은아가,70,기상술사,"1,700.00","1,700.00",저녁노을이쁜,달빛스민
194,니나브,먹물담은아가,70,도화가,"1,585.00","1,585.00",저녁노을이쁜,달빛스민
195,니나브,바람담은소녀,70,리퍼,"1,585.00","1,585.00",저녁노을이쁜,달빛스민
196,니나브,이슬담은소녀,70,기상술사,"1,660.00","1,660.00",저녁노을이쁜,달빛스민
197,니나브,먹물담은소녀,70,도화가,"1,600.00","1,600.00",저녁노을이쁜,달빛스민
198,니나브,우비담은소녀,70,기상술사,"1,640.00","1,640.00",저녁노을이쁜,달빛스민
199,니나브,하프담은소녀,70,바드,"1,585.00","1,585.00",저녁노을이쁜,달빛스민
200,니나브,홀나나푸른,70,홀리나이트,"1,585.00","1,585.00",저녁노을이쁜,달빛스민
201,니나브,나푸른,70,소서리스,"1,640.00","1,640.00",저녁노을이쁜,달빛스민
202,루페온,펭악귀,70,브레이커,"1,660.00","1,660.00",핑퐁섬,펭푱
203,루페온,이거낫은장식아니냐,70,소울이터,"1,660.00","1,660.00",핑퐁섬,펭푱
204,루페온,매지컬자희짱,63,서머너,"1,548.33","1,548.33",핑퐁섬,펭푱
205,루페온,펭소드,62,슬레이어,"1,590.00","1,590.00",핑퐁섬,펭푱
206,루페온,펭윈드,63,기상술사,"1,587.50","1,587.50",핑퐁섬,펭푱
207,루페온,소룡펀치,70,스트라이커,"1,640.83","1,640.83",핑퐁섬,펭푱
208,루페온,호로쇼,70,도화가,"1,640.00","1,640.00",핑퐁섬,펭푱
209,루페온,냥라낭,70,블레이드,"1,642.50","1,642.50",핑퐁섬,펭푱
210,루페온,이리황,61,워로드,"1,585.83","1,585.83",핑퐁섬,펭푱
211,루페온,펭푱,70,바드,"1,640.00","1,640.00",핑퐁섬,펭푱
212,루페온,펭퓽,61,리퍼,"1,585.83","1,585.83",핑퐁섬,펭푱
213,루페온,환술왔츄,60,환수사,"1,585.00","1,585.00",놀러왔츄,소서왔츄
214,루페온,콩콩이왔츄,61,기상술사,"1,595.83","1,595.83",놀러왔츄,소서왔츄
215,루페온,여검왔츄,59,슬레이어,"1,490.00","1,490.00",놀러왔츄,소서왔츄
216,루페온,구름왔츄,60,기상술사,"1,543.33","1,543.33",놀러왔츄,소서왔츄
217,루페온,블레왔츄,60,블레이드,"1,520.00","1,520.00",놀러왔츄,소서왔츄
218,루페온,아가왔츄,67,도화가,"1,640.83","1,640.83",놀러왔츄,소서왔츄
219,루페온,소서왔츄,67,소서리스,"1,640.00","1,640.00",놀러왔츄,소서왔츄
220,루페온,스커왔츄,66,인파이터,"1,615.83","1,615.83",놀러왔츄,소서왔츄
221,루페온,바드왔츄,62,바드,"1,585.83","1,585.83",놀러왔츄,소서왔츄
222,루페온,놀러왔츄,61,서머너,"1,590.83","1,590.83",놀러왔츄,소서왔츄
223,아만,곰을굴리면잡아먹힘,69,워로드,"1,585.00","1,585.00",내땅마련성공,도아가는화가가꿈이에요
224,아만,붉은오목눈이,60,호크아이,"1,590.83","1,590.83",내땅마련성공,도아가는화가가꿈이에요
225,아만,당신의영혼을훔치겠습니다,60,소울이터,"1,591.67","1,591.67",내땅마련성공,도아가는화가가꿈이에요
226,아만,구름사이한줄기빛,70,기상술사,"1,660.00","1,660.00",내땅마련성공,도아가는화가가꿈이에요
227,아만,호랑이기운을담은스커,67,스트라이커,"1,540.00","1,540.00",내땅마련성공,도아가는화가가꿈이에요
228,아만,도심뽑는카드쟁이,62,아르카나,"1,540.00","1,540.00",내땅마련성공,도아가는화가가꿈이에요
229,아만,도아가는화가가꿈이에요,70,도화가,"1,640.00","1,640.00",내땅마련성공,도아가는화가가꿈이에요
230,아만,데헌과함께하는스익,70,데빌헌터,"1,680.00","1,680.00",내땅마련성공,도아가는화가가꿈이에요
231,아만,홀나도군단장대려가주세요,60,홀리나이트,"1,526.67","1,526.67",내땅마련성공,도아가는화가가꿈이에요
232,아만,설화Hg,70,블레이드,"1,720.83","1,720.83",내땅마련성공,도아가는화가가꿈이에요
233,아만,임팩크,70,브레이커,"1,660.00","1,660.00",아병힘cpy,제레슈나
234,아만,스커슈나,61,스트라이커,"1,585.00","1,585.00",아병힘cpy,제레슈나
235,아만,디트슈나,60,디스트로이어,"1,550.00","1,550.00",아병힘cpy,제레슈나
236,아만,데헌팩크,61,데빌헌터,"1,585.00","1,585.00",아병힘cpy,제레슈나
237,아만,호크슈나,64,호크아이,"1,600.00","1,600.00",아병힘cpy,제레슈나
238,아만,스카슈나,62,스카우터,"1,585.83","1,585.83",아병힘cpy,제레슈나
239,아만,홀리팩크,70,홀리나이트,"1,660.00","1,660.00",아병힘cpy,제레슈나
240,아만,워임팩크,60,워로드,"1,585.00","1,585.00",아병힘cpy,제레슈나
241,아만,제레슈나,70,블래스터,"1,640.00","1,640.00",아병힘cpy,제레슈나
242,아브렐슈드,제쥬메난민,10,스카우터,50.00,50.00,원정대 영지 개방까지 도달하지 못한 자,제레슈나
243,니나브,JHSRing,10,도화가,50.00,50.00,원정대 영지 개방까지 도달하지 못한 자,제레슈나
244,니나브,호크임팩,10,호크아이,50.00,50.00,원정대 영지 개방까지 도달하지 못한 자,제레슈나
245,니나브,산호진주,70,환수사,"1,710.00","1,710.00",블루코럴,달콤달콤요카
246,니나브,할배의손날,68,데모닉,500.00,500.00,블루코럴,달콤달콤요카
247,니나브,복서망둥이,55,인파이터,"1,520.00","1,520.00",블루코럴,달콤달콤요카
248,니나브,매국노키무상,70,소서리스,"1,652.50","1,652.50",블루코럴,달콤달콤요카
249,니나브,달콤달콤쿄카,66,리퍼,"1,640.00","1,640.00",블루코럴,달콤달콤요카
250,니나브,달콤달콤료카,60,슬레이어,"1,610.00","1,610.00",블루코럴,달콤달콤요카
251,니나브,스노우샹그리아,70,블레이드,"1,700.00","1,700.00",블루코럴,달콤달콤요카
252,니나브,고대모닥불,56,홀리나이트,"1,500.00","1,500.00",블루코럴,달콤달콤요카
253,니나브,바다이슬꽃,70,소울이터,283.33,"1,700.00",블루코럴,달콤달콤요카
254,니나브,달콤달콤요카,69,기상술사,"1,640.00","1,640.00",블루코럴,달콤달콤요카
255,니나브,블루밍루즈,70,서머너,"1,660.00","1,660.00",블루코럴,달콤달콤요카
256,니나브,벚꽃수구,62,바드,"1,523.33","1,523.33",블루코럴,달콤달콤요카
257,니나브,식귀토끼,70,도화가,"1,715.00","1,715.00",블루코럴,달콤달콤요카
258,니나브,미나하커,60,건슬링어,"1,560.00","1,560.00",블루코럴,달콤달콤요카
259,니나브,비파랴스,70,기상술사,"1,750.00","1,750.00",블루코럴,달콤달콤요카
260,카단,크아아앙환수사,70,환수사,"1,680.83","1,680.83",밥밥,어이쿠바드
261,카단,우왕좌왕리퍼,70,리퍼,"1,646.67","1,646.67",밥밥,어이쿠바드
262,카단,어이쿠바드,70,바드,"1,640.00","1,640.00",밥밥,어이쿠바드
263,카단,콰당탕충모닉,70,데모닉,"1,640.00","1,640.00",밥밥,어이쿠바드
264,카단,시크한연우,70,도화가,"1,680.00","1,680.00",밥밥,어이쿠바드
265,카단,폴짝폴짝기상술사,70,기상술사,"1,685.00","1,685.00",밥밥,어이쿠바드
266,카단,어리둥절인파,60,인파이터,"1,520.00","1,520.00",밥밥,어이쿠바드
267,카단,류은설님,60,소서리스,"1,560.00","1,560.00",밥밥,어이쿠바드
268,카단,쫄랑쫄랑도화가,70,도화가,"1,723.33","1,723.33",밥밥,어이쿠바드
269,아브렐슈드,안수해,65,소울이터,"1,605.00","1,605.00",사해,감시해
270,아브렐슈드,감시해,67,슬레이어,"1,640.00","1,640.00",사해,감시해
271,아브렐슈드,강수해,60,기상술사,"1,525.00","1,525.00",사해,감시해
272,아브렐슈드,연타해,60,인파이터,"1,462.50","1,462.50",사해,감시해
273,아브렐슈드,유화해,60,도화가,"1,460.00","1,460.00",사해,감시해
274,아브렐슈드,항상해,60,건슬링어,"1,465.00","1,465.00",사해,감시해
275,아브렐슈드,가서해,60,서머너,"1,520.00","1,520.00",사해,감시해
276,아브렐슈드,감수해,68,데모닉,"1,640.00","1,640.00",사해,감시해
277,아브렐슈드,구차해,64,바드,"1,640.00","1,640.00",사해,감시해
278,아브렐슈드,구사해,60,창술사,"1,560.00","1,560.00",사해,감시해
279,니나브,검사해,50,워로드,"1,302.00","1,302.00",원정대 영지 개방까지 도달하지 못한 자,감시해
280,루페온,갱생해,1,헌터(남),0.00,0.00,원정대 영지 개방까지 도달하지 못한 자,감시해
281,아만,쥬공버비,70,소울이터,"1,640.83","1,640.83",행복의영지,도아가애교
282,아만,잘못된애교,70,데모닉,"1,640.00","1,640.00",행복의영지,도아가애교
283,아만,사라진애교,68,슬레이어,"1,600.00","1,600.00",행복의영지,도아가애교
284,아만,단아하프,61,바드,"1,543.33","1,543.33",행복의영지,도아가애교
